observed_date,cve,change_type,field,old,new,granularity
2022-01-18,CVE-2013-3900,added,,,,capture
2022-01-18,CVE-2015-7450,added,,,,capture
2022-01-18,CVE-2017-1000486,added,,,,capture
2022-01-18,CVE-2018-13382,added,,,,capture
2022-01-18,CVE-2018-13383,added,,,,capture
2022-01-18,CVE-2019-10149,added,,,,capture
2022-01-18,CVE-2019-1458,added,,,,capture
2022-01-18,CVE-2019-1579,added,,,,capture
2022-01-18,CVE-2019-2725,added,,,,capture
2022-01-18,CVE-2019-7609,added,,,,capture
2022-01-18,CVE-2019-9670,added,,,,capture
2022-01-18,CVE-2020-6572,added,,,,capture
2022-01-18,CVE-2021-22017,added,,,,capture
2022-01-18,CVE-2021-27860,added,,,,capture
2022-01-18,CVE-2021-36260,added,,,,capture
2022-01-24,CVE-2006-1547,added,,,,capture
2022-01-24,CVE-2012-0391,added,,,,capture
2022-01-24,CVE-2018-8453,added,,,,capture
2022-01-24,CVE-2020-11978,added,,,,capture
2022-01-24,CVE-2020-13671,added,,,,capture
2022-01-24,CVE-2020-13927,added,,,,capture
2022-01-24,CVE-2020-14864,added,,,,capture
2022-01-24,CVE-2021-21315,added,,,,capture
2022-01-24,CVE-2021-21975,added,,,,capture
2022-01-24,CVE-2021-22991,added,,,,capture
2022-01-24,CVE-2021-25296,added,,,,capture
2022-01-24,CVE-2021-25297,added,,,,capture
2022-01-24,CVE-2021-25298,added,,,,capture
2022-01-24,CVE-2021-32648,added,,,,capture
2022-01-24,CVE-2021-33766,added,,,,capture
2022-01-24,CVE-2021-35247,added,,,,capture
2022-01-24,CVE-2021-40870,added,,,,capture
2022-02-25,CVE-2013-3906,added,,,,capture
2022-02-25,CVE-2014-1761,added,,,,capture
2022-02-25,CVE-2014-1776,added,,,,capture
2022-02-25,CVE-2014-4404,added,,,,capture
2022-02-25,CVE-2014-6271,added,,,,capture
2022-02-25,CVE-2014-7169,added,,,,capture
2022-02-25,CVE-2015-1130,added,,,,capture
2022-02-25,CVE-2015-1635,added,,,,capture
2022-02-25,CVE-2015-2051,added,,,,capture
2022-02-25,CVE-2016-3088,added,,,,capture
2022-02-25,CVE-2017-0144,added,,,,capture
2022-02-25,CVE-2017-0145,added,,,,capture
2022-02-25,CVE-2017-0262,added,,,,capture
2022-02-25,CVE-2017-0263,added,,,,capture
2022-02-25,CVE-2017-10271,added,,,,capture
2022-02-25,CVE-2017-5689,added,,,,capture
2022-02-25,CVE-2017-8464,added,,,,capture
2022-02-25,CVE-2017-9791,added,,,,capture
2022-02-25,CVE-2017-9841,added,,,,capture
2022-02-25,CVE-2018-1000861,added,,,,capture
2022-02-25,CVE-2018-15982,added,,,,capture
2022-02-25,CVE-2018-20250,added,,,,capture
2022-02-25,CVE-2018-8174,added,,,,capture
2022-02-25,CVE-2019-0752,added,,,,capture
2022-02-25,CVE-2020-0787,added,,,,capture
2022-02-25,CVE-2020-0796,added,,,,capture
2022-02-25,CVE-2020-5722,added,,,,capture
2022-02-25,CVE-2021-20038,added,,,,capture
2022-02-25,CVE-2021-36934,added,,,,capture
2022-02-25,CVE-2022-0609,added,,,,capture
2022-02-25,CVE-2022-21882,added,,,,capture
2022-02-25,CVE-2022-22587,added,,,,capture
2022-02-25,CVE-2022-22620,added,,,,capture
2022-02-25,CVE-2022-23131,added,,,,capture
2022-02-25,CVE-2022-23134,added,,,,capture
2022-02-25,CVE-2022-24086,added,,,,capture
2022-04-05,CVE-2002-0367,added,,,,capture
2022-04-05,CVE-2004-0210,added,,,,capture
2022-04-05,CVE-2005-2773,added,,,,capture
2022-04-05,CVE-2008-2992,added,,,,capture
2022-04-05,CVE-2008-3431,added,,,,capture
2022-04-05,CVE-2009-0927,added,,,,capture
2022-04-05,CVE-2009-1123,added,,,,capture
2022-04-05,CVE-2009-1151,added,,,,capture
2022-04-05,CVE-2009-2055,added,,,,capture
2022-04-05,CVE-2009-3129,added,,,,capture
2022-04-05,CVE-2009-3960,added,,,,capture
2022-04-05,CVE-2010-0188,added,,,,capture
2022-04-05,CVE-2010-0232,added,,,,capture
2022-04-05,CVE-2010-2861,added,,,,capture
2022-04-05,CVE-2010-3035,added,,,,capture
2022-04-05,CVE-2010-3333,added,,,,capture
2022-04-05,CVE-2010-4344,added,,,,capture
2022-04-05,CVE-2010-4345,added,,,,capture
2022-04-05,CVE-2010-4398,added,,,,capture
2022-04-05,CVE-2011-0611,added,,,,capture
2022-04-05,CVE-2011-1889,added,,,,capture
2022-04-05,CVE-2011-2005,added,,,,capture
2022-04-05,CVE-2011-3544,added,,,,capture
2022-04-05,CVE-2012-0507,added,,,,capture
2022-04-05,CVE-2012-0518,added,,,,capture
2022-04-05,CVE-2012-1535,added,,,,capture
2022-04-05,CVE-2012-1723,added,,,,capture
2022-04-05,CVE-2012-1823,added,,,,capture
2022-04-05,CVE-2012-1856,added,,,,capture
2022-04-05,CVE-2012-2034,added,,,,capture
2022-04-05,CVE-2012-2539,added,,,,capture
2022-04-05,CVE-2012-4681,added,,,,capture
2022-04-05,CVE-2012-5076,added,,,,capture
2022-04-05,CVE-2013-0625,added,,,,capture
2022-04-05,CVE-2013-0629,added,,,,capture
2022-04-05,CVE-2013-0631,added,,,,capture
2022-04-05,CVE-2013-0632,added,,,,capture
2022-04-05,CVE-2013-0640,added,,,,capture
2022-04-05,CVE-2013-0641,added,,,,capture
2022-04-05,CVE-2013-1347,added,,,,capture
2022-04-05,CVE-2013-1675,added,,,,capture
2022-04-05,CVE-2013-1690,added,,,,capture
2022-04-05,CVE-2013-2251,added,,,,capture
2022-04-05,CVE-2013-2465,added,,,,capture
2022-04-05,CVE-2013-2551,added,,,,capture
2022-04-05,CVE-2013-2729,added,,,,capture
2022-04-05,CVE-2013-3346,added,,,,capture
2022-04-05,CVE-2013-3660,added,,,,capture
2022-04-05,CVE-2013-3897,added,,,,capture
2022-04-05,CVE-2013-4810,added,,,,capture
2022-04-05,CVE-2013-5065,added,,,,capture
2022-04-05,CVE-2013-5223,added,,,,capture
2022-04-05,CVE-2014-0130,added,,,,capture
2022-04-05,CVE-2014-0496,added,,,,capture
2022-04-05,CVE-2014-3120,added,,,,capture
2022-04-05,CVE-2014-4114,added,,,,capture
2022-04-05,CVE-2014-6287,added,,,,capture
2022-04-05,CVE-2014-6324,added,,,,capture
2022-04-05,CVE-2014-6332,added,,,,capture
2022-04-05,CVE-2014-6352,added,,,,capture
2022-04-05,CVE-2015-0666,added,,,,capture
2022-04-05,CVE-2015-1187,added,,,,capture
2022-04-05,CVE-2015-1427,added,,,,capture
2022-04-05,CVE-2015-1642,added,,,,capture
2022-04-05,CVE-2015-1701,added,,,,capture
2022-04-05,CVE-2015-1770,added,,,,capture
2022-04-05,CVE-2015-2387,added,,,,capture
2022-04-05,CVE-2015-2419,added,,,,capture
2022-04-05,CVE-2015-2424,added,,,,capture
2022-04-05,CVE-2015-2426,added,,,,capture
2022-04-05,CVE-2015-2545,added,,,,capture
2022-04-05,CVE-2015-2546,added,,,,capture
2022-04-05,CVE-2015-2590,added,,,,capture
2022-04-05,CVE-2015-3035,added,,,,capture
2022-04-05,CVE-2015-3043,added,,,,capture
2022-04-05,CVE-2015-4068,added,,,,capture
2022-04-05,CVE-2015-4902,added,,,,capture
2022-04-05,CVE-2015-5119,added,,,,capture
2022-04-05,CVE-2015-7645,added,,,,capture
2022-04-05,CVE-2016-0040,added,,,,capture
2022-04-05,CVE-2016-0099,added,,,,capture
2022-04-05,CVE-2016-0151,added,,,,capture
2022-04-05,CVE-2016-0189,added,,,,capture
2022-04-05,CVE-2016-0752,added,,,,capture
2022-04-05,CVE-2016-10174,added,,,,capture
2022-04-05,CVE-2016-1019,added,,,,capture
2022-04-05,CVE-2016-11021,added,,,,capture
2022-04-05,CVE-2016-1555,added,,,,capture
2022-04-05,CVE-2016-3309,added,,,,capture
2022-04-05,CVE-2016-4117,added,,,,capture
2022-04-05,CVE-2016-4171,added,,,,capture
2022-04-05,CVE-2016-5195,added,,,,capture
2022-04-05,CVE-2016-6277,added,,,,capture
2022-04-05,CVE-2016-7193,added,,,,capture
2022-04-05,CVE-2016-7200,added,,,,capture
2022-04-05,CVE-2016-7201,added,,,,capture
2022-04-05,CVE-2016-7262,added,,,,capture
2022-04-05,CVE-2016-7855,added,,,,capture
2022-04-05,CVE-2016-7892,added,,,,capture
2022-04-05,CVE-2016-8562,added,,,,capture
2022-04-05,CVE-2017-0001,added,,,,capture
2022-04-05,CVE-2017-0037,added,,,,capture
2022-04-05,CVE-2017-0059,added,,,,capture
2022-04-05,CVE-2017-0101,added,,,,capture
2022-04-05,CVE-2017-0146,added,,,,capture
2022-04-05,CVE-2017-0213,added,,,,capture
2022-04-05,CVE-2017-0222,added,,,,capture
2022-04-05,CVE-2017-0261,added,,,,capture
2022-04-05,CVE-2017-11292,added,,,,capture
2022-04-05,CVE-2017-11826,added,,,,capture
2022-04-05,CVE-2017-12231,added,,,,capture
2022-04-05,CVE-2017-12232,added,,,,capture
2022-04-05,CVE-2017-12233,added,,,,capture
2022-04-05,CVE-2017-12234,added,,,,capture
2022-04-05,CVE-2017-12235,added,,,,capture
2022-04-05,CVE-2017-12237,added,,,,capture
2022-04-05,CVE-2017-12238,added,,,,capture
2022-04-05,CVE-2017-12240,added,,,,capture
2022-04-05,CVE-2017-12319,added,,,,capture
2022-04-05,CVE-2017-12615,added,,,,capture
2022-04-05,CVE-2017-12617,added,,,,capture
2022-04-05,CVE-2017-3881,added,,,,capture
2022-04-05,CVE-2017-6077,added,,,,capture
2022-04-05,CVE-2017-6316,added,,,,capture
2022-04-05,CVE-2017-6334,added,,,,capture
2022-04-05,CVE-2017-6627,added,,,,capture
2022-04-05,CVE-2017-6663,added,,,,capture
2022-04-05,CVE-2017-6736,added,,,,capture
2022-04-05,CVE-2017-6737,added,,,,capture
2022-04-05,CVE-2017-6738,added,,,,capture
2022-04-05,CVE-2017-6739,added,,,,capture
2022-04-05,CVE-2017-6740,added,,,,capture
2022-04-05,CVE-2017-6743,added,,,,capture
2022-04-05,CVE-2017-6744,added,,,,capture
2022-04-05,CVE-2017-8540,added,,,,capture
2022-04-05,CVE-2017-8570,added,,,,capture
2022-04-05,CVE-2018-0125,added,,,,capture
2022-04-05,CVE-2018-0147,added,,,,capture
2022-04-05,CVE-2018-0151,added,,,,capture
2022-04-05,CVE-2018-0154,added,,,,capture
2022-04-05,CVE-2018-0155,added,,,,capture
2022-04-05,CVE-2018-0156,added,,,,capture
2022-04-05,CVE-2018-0158,added,,,,capture
2022-04-05,CVE-2018-0159,added,,,,capture
2022-04-05,CVE-2018-0161,added,,,,capture
2022-04-05,CVE-2018-0167,added,,,,capture
2022-04-05,CVE-2018-0172,added,,,,capture
2022-04-05,CVE-2018-0173,added,,,,capture
2022-04-05,CVE-2018-0174,added,,,,capture
2022-04-05,CVE-2018-0175,added,,,,capture
2022-04-05,CVE-2018-0179,added,,,,capture
2022-04-05,CVE-2018-0180,added,,,,capture
2022-04-05,CVE-2018-10561,added,,,,capture
2022-04-05,CVE-2018-10562,added,,,,capture
2022-04-05,CVE-2018-11138,added,,,,capture
2022-04-05,CVE-2018-1273,added,,,,capture
2022-04-05,CVE-2018-14839,added,,,,capture
2022-04-05,CVE-2018-6961,added,,,,capture
2022-04-05,CVE-2018-8120,added,,,,capture
2022-04-05,CVE-2018-8298,added,,,,capture
2022-04-05,CVE-2018-8373,added,,,,capture
2022-04-05,CVE-2018-8405,added,,,,capture
2022-04-05,CVE-2018-8406,added,,,,capture
2022-04-05,CVE-2018-8414,added,,,,capture
2022-04-05,CVE-2018-8440,added,,,,capture
2022-04-05,CVE-2018-8581,added,,,,capture
2022-04-05,CVE-2019-0543,added,,,,capture
2022-04-05,CVE-2019-0841,added,,,,capture
2022-04-05,CVE-2019-0903,added,,,,capture
2022-04-05,CVE-2019-1003030,added,,,,capture
2022-04-05,CVE-2019-10068,added,,,,capture
2022-04-05,CVE-2019-1064,added,,,,capture
2022-04-05,CVE-2019-1069,added,,,,capture
2022-04-05,CVE-2019-11043,added,,,,capture
2022-04-05,CVE-2019-1129,added,,,,capture
2022-04-05,CVE-2019-1132,added,,,,capture
2022-04-05,CVE-2019-11581,added,,,,capture
2022-04-05,CVE-2019-1253,added,,,,capture
2022-04-05,CVE-2019-1297,added,,,,capture
2022-04-05,CVE-2019-12989,added,,,,capture
2022-04-05,CVE-2019-12991,added,,,,capture
2022-04-05,CVE-2019-1315,added,,,,capture
2022-04-05,CVE-2019-1322,added,,,,capture
2022-04-05,CVE-2019-1405,added,,,,capture
2022-04-05,CVE-2019-15107,added,,,,capture
2022-04-05,CVE-2019-1652,added,,,,capture
2022-04-05,CVE-2019-16920,added,,,,capture
2022-04-05,CVE-2019-16928,added,,,,capture
2022-04-05,CVE-2019-2616,added,,,,capture
2022-04-05,CVE-2019-6340,added,,,,capture
2022-04-05,CVE-2019-7483,added,,,,capture
2022-04-05,CVE-2020-11899,added,,,,capture
2022-04-05,CVE-2020-1631,added,,,,capture
2022-04-05,CVE-2020-1938,added,,,,capture
2022-04-05,CVE-2020-1956,added,,,,capture
2022-04-05,CVE-2020-2021,added,,,,capture
2022-04-05,CVE-2020-2506,added,,,,capture
2022-04-05,CVE-2020-25223,added,,,,capture
2022-04-05,CVE-2020-5135,added,,,,capture
2022-04-05,CVE-2020-5410,added,,,,capture
2022-04-05,CVE-2020-7247,added,,,,capture
2022-04-05,CVE-2020-8218,added,,,,capture
2022-04-05,CVE-2020-9054,added,,,,capture
2022-04-05,CVE-2020-9377,added,,,,capture
2022-04-05,CVE-2021-20028,added,,,,capture
2022-04-05,CVE-2021-21551,added,,,,capture
2022-04-05,CVE-2021-21973,added,,,,capture
2022-04-05,CVE-2021-22941,added,,,,capture
2022-04-05,CVE-2021-26085,added,,,,capture
2022-04-05,CVE-2021-28799,added,,,,capture
2022-04-05,CVE-2021-34484,added,,,,capture
2022-04-05,CVE-2021-34486,added,,,,capture
2022-04-05,CVE-2021-38646,added,,,,capture
2022-04-05,CVE-2021-41379,added,,,,capture
2022-04-05,CVE-2021-42237,added,,,,capture
2022-04-05,CVE-2021-45382,added,,,,capture
2022-04-05,CVE-2022-0543,added,,,,capture
2022-04-05,CVE-2022-1040,added,,,,capture
2022-04-05,CVE-2022-1096,added,,,,capture
2022-04-05,CVE-2022-20699,added,,,,capture
2022-04-05,CVE-2022-20700,added,,,,capture
2022-04-05,CVE-2022-20701,added,,,,capture
2022-04-05,CVE-2022-20703,added,,,,capture
2022-04-05,CVE-2022-20708,added,,,,capture
2022-04-05,CVE-2022-21999,added,,,,capture
2022-04-05,CVE-2022-22674,added,,,,capture
2022-04-05,CVE-2022-22675,added,,,,capture
2022-04-05,CVE-2022-22965,added,,,,capture
2022-04-05,CVE-2022-24682,added,,,,capture
2022-04-05,CVE-2022-26143,added,,,,capture
2022-04-05,CVE-2022-26318,added,,,,capture
2022-04-05,CVE-2022-26485,added,,,,capture
2022-04-05,CVE-2022-26486,added,,,,capture
2022-04-05,CVE-2022-26871,added,,,,capture
2022-04-05,CVE-2006-1547,field_changed,vulnerabilityName,Apache Struts 1 ActionForm Denial of Service Vulnerability,Apache Struts 1 ActionForm Denial-of-Service Vulnerability,capture
2022-04-05,CVE-2010-1871,field_changed,vulnerabilityName,Red Hat Linux JBoss Seam 2 Remote Code Execution,Red Hat Linux JBoss Seam 2 Remote Code Execution Vulnerability,capture
2022-04-05,CVE-2010-5326,field_changed,vulnerabilityName,SAP NetWeaver AS JAVA RCE,SAP NetWeaver AS JAVA Remote Code Execution Vulnerability,capture
2022-04-05,CVE-2012-0158,field_changed,vulnerabilityName,Microsoft MSCOMCTL.OCX RCE Vulnerability,Microsoft MSCOMCTL.OCX Remote Code Execution Vulnerability,capture
2022-04-05,CVE-2012-0158,text_changed,shortDescription,,,capture
2022-04-05,CVE-2013-3900,field_changed,vendorProject,Windows,Microsoft,capture
2022-04-05,CVE-2014-1812,field_changed,product,Windows Group Policy,Windows,capture
2022-04-05,CVE-2015-1641,field_changed,product,Microsoft Office,Office,capture
2022-04-05,CVE-2015-2051,field_changed,vulnerabilityName,D-Link DIR-645 Router Remote Code Execution,D-Link DIR-645 Router Remote Code Execution Vulnerability,capture
2022-04-05,CVE-2015-4852,field_changed,vulnerabilityName,Oracle WebLogic Server RCE,Oracle WebLogic Server Remote Code Execution Vulnerability,capture
2022-04-05,CVE-2016-0167,field_changed,product,Windows Kernel,Windows,capture
2022-04-05,CVE-2016-0185,field_changed,product,Windows Media Center,Windows,capture
2022-04-05,CVE-2016-0185,field_changed,vulnerabilityName,Microsoft Windows Media Center RCE vulnerability,Microsoft Windows Media Center Remote Code Execution vulnerability,capture
2022-04-05,CVE-2016-4437,field_changed,vulnerabilityName,Apache Shiro 1.2.4 Cookie RememberME Deserial RCE,Apache Shiro 1.2.4 Cookie RememberME Deserial Remote Code Execution Vulnerability,capture
2022-04-05,CVE-2016-7255,field_changed,product,"Windows, Windows Server",Windows,capture
2022-04-05,CVE-2017-0143,field_changed,vulnerabilityName,Windows SMBv1 Remote Code Execution Vulnerability,Microsoft Windows SMBv1 Remote Code Execution Vulnerability,capture
2022-04-05,CVE-2017-0199,field_changed,product,"Windows, Windows Server, Microsoft Office","Windows, Windows Server, Office",capture
2022-04-05,CVE-2017-1000486,field_changed,vulnerabilityName,Primetek Primefaces Remote Code Execution,Primetek Primefaces Remote Code Execution Vulnerability,capture
2022-04-05,CVE-2017-11882,field_changed,product,Microsoft Office,Office,capture
2022-04-05,CVE-2017-12149,field_changed,product,Jboss Application Server,JBoss Application Server,capture
2022-04-05,CVE-2017-12149,field_changed,vulnerabilityName,Red Hat Jboss Application Server Remote Code Execution,Red Hat JBoss Application Server Remote Code Execution Vulnerability,capture
2022-04-05,CVE-2017-12149,text_changed,shortDescription,,,capture
2022-04-05,CVE-2017-17562,field_changed,vulnerabilityName,Embedthis GoAhead Remote Code Execution,Embedthis GoAhead Remote Code Execution Vulnerability,capture
2022-04-05,CVE-2017-6327,field_changed,vulnerabilityName,Symantec Messaging Gateway RCE,Symantec Messaging Gateway Remote Code Execution Vulnerability,capture
2022-04-05,CVE-2017-7269,field_changed,vulnerabilityName,Windows Server 2003 R2 IIS WEBDAV buffer overflow RCE vulnerability (COVID-19-CTI list),Microsft Windows Server 2003 R2 IIS WEBDAV buffer overflow Remote Code Execution vulnerability (COVID-19-CTI list),capture
2022-04-05,CVE-2017-8464,field_changed,product,Windows Shell (.lnk),Windows,capture
2022-04-05,CVE-2017-9805,field_changed,vulnerabilityName,Apache Struts Multiple Versions Remote Code Execution,Apache Struts Multiple Versions Remote Code Execution Vulnerability,capture
2022-04-05,CVE-2017-9805,text_changed,shortDescription,,,capture
2022-04-05,CVE-2017-9822,field_changed,vulnerabilityName,DotNetNuke before 9.1.1 Remote Code Execution,DotNetNuke before 9.1.1 Remote Code Execution Vulnerability,capture
2022-04-05,CVE-2018-0171,field_changed,vulnerabilityName,Cisco IOS and IOS XE Software Smart Install Remote Code Execution,Cisco IOS and IOS XE Software Smart Install Remote Code Execution Vulnerability,capture
2022-04-05,CVE-2018-0296,field_changed,vulnerabilityName,Cisco Adaptive Security Appliance Firepower Threat Defense DoS/Directory Traversal vulnerability,Cisco Adaptive Security Appliance Firepower Threat Defense Denial-of-Service/Directory Traversal vulnerability,capture
2022-04-05,CVE-2018-0798,field_changed,product,Microsoft Office,Office,capture
2022-04-05,CVE-2018-0802,field_changed,product,Microsoft Office,Office,capture
2022-04-05,CVE-2018-11776,field_changed,vulnerabilityName,Apache Struts 2.3 to 2.3.34 and 2.5 to 2.5.16 Remote Code Execution,Apache Struts 2.3 to 2.3.34 and 2.5 to 2.5.16 Remote Code Execution Vulnerability,capture
2022-04-05,CVE-2018-15811,field_changed,product,DotNetNuke,DotNetNuke (DNN),capture
2022-04-05,CVE-2018-15961,field_changed,vulnerabilityName,Adobe ColdFusion RCE,Adobe ColdFusion Remote Code Execution,capture
2022-04-05,CVE-2018-18325,field_changed,product,DotNetNuke,DotNetNuke (DNN),capture
2022-04-05,CVE-2018-20062,field_changed,vulnerabilityName,ThinkPHP Remote Code Execution,ThinkPHP Remote Code Execution Vulnerability,capture
2022-04-05,CVE-2018-2380,field_changed,vulnerabilityName,SAP NetWeaver AS JAVA CRM RCE,SAP NetWeaver AS JAVA CRM Remote Code Execution Vulnerability,capture
2022-04-05,CVE-2018-4878,field_changed,vulnerabilityName,Adobe Flash Player Use after Free vulnerability,Adobe Flash Player Use-After-Free vulnerability,capture
2022-04-05,CVE-2018-8174,field_changed,product,Windows VBScript Engine,Windows,capture
2022-04-05,CVE-2018-8453,field_changed,product,Win32K,Win32k,capture
2022-04-05,CVE-2018-8453,field_changed,vulnerabilityName,Microsoft Windows Win32k Privilege Escalation Vulnerability,Microsoft Win32k Privilege Escalation Vulnerability,capture
2022-04-05,CVE-2019-0708,field_changed,vulnerabilityName,"""BlueKeep"" Windows Remote Desktop RCE Vulnerability","""BlueKeep"" Microsoft Windows Remote Desktop Remote Code Execution Vulnerability",capture
2022-04-05,CVE-2019-0797,field_changed,product,Windows Win32k,Win32k,capture
2022-04-05,CVE-2019-0797,field_changed,vulnerabilityName,Windows win32k.sys Driver Vulnerability,Microsoft Win32k.sys Driver Vulnerability,capture
2022-04-05,CVE-2019-0797,text_changed,shortDescription,,,capture
2022-04-05,CVE-2019-0803,field_changed,product,Windows Win32k,Win32k,capture
2022-04-05,CVE-2019-0803,field_changed,vulnerabilityName,Windows win32k Escalation Kernel Vulnerability,Microsoft Win32k Escalation Kernel Vulnerability,capture
2022-04-05,CVE-2019-0803,text_changed,shortDescription,,,capture
2022-04-05,CVE-2019-0808,field_changed,product,Windows Win32k,Windows,capture
2022-04-05,CVE-2019-0808,field_changed,vulnerabilityName,Windows 7 win32k.sys Driver Vulnerability,Microsoft Windows 7 win32k.sys Driver Vulnerability,capture
2022-04-05,CVE-2019-0808,text_changed,shortDescription,,,capture
2022-04-05,CVE-2019-0859,field_changed,product,Windows Win32k,Win32k,capture
2022-04-05,CVE-2019-0859,field_changed,vulnerabilityName,Windows win32k Escalation Kernel Vulnerability,Microsoft Win32k Escalation Kernel Vulnerability,capture
2022-04-05,CVE-2019-0859,text_changed,shortDescription,,,capture
2022-04-05,CVE-2019-0863,field_changed,product,Windows Error Reporting (WER),Windows,capture
2022-04-05,CVE-2019-0863,field_changed,vulnerabilityName,Windows Error Reporting Vulnerability,Microsoft Windows Error Reporting (WER) Vulnerability,capture
2022-04-05,CVE-2019-0863,text_changed,shortDescription,,,capture
2022-04-05,CVE-2019-10149,field_changed,vulnerabilityName,Exim Mail Transfer Agent (MTA)  Improper Input Validation,Exim Mail Transfer Agent (MTA) Improper Input Validation,capture
2022-04-05,CVE-2019-10758,field_changed,vulnerabilityName,MongoDB mongo-express Remote Code Execution,MongoDB mongo-express Remote Code Execution Vulnerability,capture
2022-04-05,CVE-2019-11510,field_changed,vendorProject,Pulse,Pulse Secure,capture
2022-04-05,CVE-2019-11510,field_changed,product,Pulse Secure Pulse Connect Secure (PCS),Pulse Connect Secure,capture
2022-04-05,CVE-2019-11510,field_changed,vulnerabilityName,Pulse Secure VPN arbitrary file reading vulnerability (COVID-19-CTI list),Pulse Connect Secure VPN arbitrary file reading vulnerability (COVID-19-CTI list),capture
2022-04-05,CVE-2019-11539,field_changed,product,"Connect Secure, Policy Secure","Pulse Connect Secure, Policy Secure",capture
2022-04-05,CVE-2019-11539,field_changed,vulnerabilityName,Pulse Secure Connect and Policy Secure Multiple Versions Code Execution,Pulse Connect Secure and Policy Secure Multiple Versions Code Execution,capture
2022-04-05,CVE-2019-11580,field_changed,vulnerabilityName,Atlassian Crowd and Crowd Data Center RCE,Atlassian Crowd and Crowd Data Center Remote Code Execution Vulnerability,capture
2022-04-05,CVE-2019-1214,field_changed,product,Windows Common Log File System (CLFS) driver,Windows,capture
2022-04-05,CVE-2019-1214,field_changed,vulnerabilityName,Windows CLFS vulnerability,Microsoft Windows Common Log File System (CLFS) Driver Vulnerability,capture
2022-04-05,CVE-2019-1214,text_changed,shortDescription,,,capture
2022-04-05,CVE-2019-1215,field_changed,product,Windows Winsock,Windows,capture
2022-04-05,CVE-2019-1215,field_changed,vulnerabilityName,Windows Winsock (ws2ifsl.sys) vulnerability,Microsoft Windows Winsock (ws2ifsl.sys) Vulnerability,capture
2022-04-05,CVE-2019-1215,text_changed,shortDescription,,,capture
2022-04-05,CVE-2019-1458,field_changed,vendorProject,Windows,Microsoft,capture
2022-04-05,CVE-2019-1458,field_changed,product,Win32K,Win32k,capture
2022-04-05,CVE-2019-1458,field_changed,vulnerabilityName,Microsoft Win32K Elevation of Privilege,Microsoft Win32k Privilege Escalation Vulnerability,capture
2022-04-05,CVE-2019-1458,text_changed,shortDescription,,,capture
2022-04-05,CVE-2019-15752,field_changed,vulnerabilityName,Docker Desktop Community Edition Privilege Escalation,Docker Desktop Community Edition Privilege Escalation Vulnerability,capture
2022-04-05,CVE-2019-1579,field_changed,vulnerabilityName,Palo Alto Networks PAN-OS Remote Code Execution,Palo Alto Networks PAN-OS Remote Code Execution Vulnerability,capture
2022-04-05,CVE-2019-15949,field_changed,vulnerabilityName,Nagios XI Remote Code Execution,Nagios XI Remote Code Execution Vulnerability,capture
2022-04-05,CVE-2019-16759,field_changed,vulnerabilityName,vBulletin PHP Module RCE,vBulletin PHP Module Remote Code Execution Vulnerability,capture
2022-04-05,CVE-2019-17558,field_changed,vulnerabilityName,Apache Solr 5.0.0-8.3.1 Remote Code Execution,Apache Solr 5.0.0-8.3.1 Remote Code Execution Vulnerability,capture
2022-04-05,CVE-2019-19356,field_changed,vulnerabilityName,Netis WF2419 Router Tracert RCE vulnerability,Netis WF2419 Router Tracert Remote Code Execution vulnerability,capture
2022-04-05,CVE-2019-5544,field_changed,vendorProject,VMWare,VMware,capture
2022-04-05,CVE-2019-5544,field_changed,vulnerabilityName,VMWare ESXi/Horizon DaaS Appliances Heap-Overwrite Vulnerability,VMware ESXi/Horizon DaaS Appliances Heap-Overwrite Vulnerability,capture
2022-04-05,CVE-2019-7481,field_changed,product,SMA1000,SMA100,capture
2022-04-05,CVE-2019-9082,field_changed,vulnerabilityName,ThinkPHP Remote Code Execution,ThinkPHP Remote Code Execution Vulnerability,capture
2022-04-05,CVE-2020-0601,field_changed,vulnerabilityName,Windows 10 API/ECC Vulnerability,Microsoft Windows 10 API/ECC Vulnerability,capture
2022-04-05,CVE-2020-0646,field_changed,vulnerabilityName,Microsoft .NET Framework RCE,Microsoft .NET Framework Remote Code Execution Vulnerability,capture
2022-04-05,CVE-2020-0683,field_changed,product,Windows Installer,Windows,capture
2022-04-05,CVE-2020-0683,field_changed,vulnerabilityName,Microsoft Elevation of Privilege Installer Vulnerability,Microsoft Windows Installer Privilege Escalation Vulnerability,capture
2022-04-05,CVE-2020-0683,text_changed,shortDescription,,,capture
2022-04-05,CVE-2020-0787,field_changed,product,Windows Background Intelligent Transfer Service (BITS),Windows,capture
2022-04-05,CVE-2020-0986,field_changed,product,Windows Kernel,Windows,capture
2022-04-05,CVE-2020-0986,field_changed,vulnerabilityName,Windows Kernel Elevation of Privilege vulnerability,Microsoft Windows Kernel Privilege Escalation Vulnerability,capture
2022-04-05,CVE-2020-0986,text_changed,shortDescription,,,capture
2022-04-05,CVE-2020-10199,field_changed,vulnerabilityName,Nexus Repository Manager 3 Remote Code Execution,Nexus Repository Manager 3 Remote Code Execution Vulnerability,capture
2022-04-05,CVE-2020-10221,field_changed,vulnerabilityName,rConfig RCE,rConfig Remote Code Execution Vulnerability,capture
2022-04-05,CVE-2020-1054,field_changed,product,Windows Win32k,Win32k,capture
