observed_date,cve,change_type,field,old,new,granularity
2022-04-05,CVE-2021-4102,field_changed,product,Chromium V8,Chromium V8 Engine,capture
2022-04-05,CVE-2021-4102,field_changed,vulnerabilityName,Google Chromium V8 Engine Use-After-Free Vulnerability,Google Chromium V8 Use-After-Free Vulnerability,capture
2022-04-05,CVE-2021-42013,text_changed,shortDescription,,,capture
2022-04-05,CVE-2021-42258,field_changed,vulnerabilityName,BQE BillQuick Web Suite Versions Prior to 22.0.9.1 (from 2018 through 2021) Remote Code Execution,BQE BillQuick Web Suite Versions Prior to 22.0.9.1 (from 2018 through 2021) Remote Code Execution Vulnerability,capture
2022-04-05,CVE-2021-42321,field_changed,vulnerabilityName,Microsoft Exchange Server Remote Code Execution,Microsoft Exchange Server Remote Code Execution Vulnerability,capture
2022-04-05,CVE-2021-43890,field_changed,product,Windows AppX Installer,Windows,capture
2022-04-05,CVE-2021-44077,field_changed,vulnerabilityName,Zoho ManageEngine ServiceDesk Plus Remote Code Execution,Zoho ManageEngine ServiceDesk Plus Remote Code Execution Vulnerability,capture
2022-04-05,CVE-2021-44228,field_changed,vulnerabilityName,Apache Log4j2 Remote Code Execution,Apache Log4j2 Remote Code Execution Vulnerability,capture
2022-04-05,CVE-2021-44515,field_changed,vendorProject,Zoho Corporation,Zoho,capture
2022-04-05,CVE-2021-44515,field_changed,vulnerabilityName,Zoho Corp. Desktop Central Authentication Bypass Vulnerability,Zoho Desktop Central Authentication Bypass Vulnerability,capture
2022-04-05,CVE-2022-22587,field_changed,product,IOMobileFrameBuffer,iOS and macOS,capture
2022-04-05,CVE-2022-22587,field_changed,vulnerabilityName,Apple IOMobileFrameBuffer Memory Corruption Vulnerability,Apple Memory Corruption Vulnerability,capture
2022-04-26,CVE-2007-3010,added,,,,capture
2022-04-26,CVE-2010-5330,added,,,,capture
2022-04-26,CVE-2014-0780,added,,,,capture
2022-04-26,CVE-2014-9163,added,,,,capture
2022-04-26,CVE-2015-0311,added,,,,capture
2022-04-26,CVE-2015-0313,added,,,,capture
2022-04-26,CVE-2015-2502,added,,,,capture
2022-04-26,CVE-2015-3113,added,,,,capture
2022-04-26,CVE-2015-5122,added,,,,capture
2022-04-26,CVE-2015-5123,added,,,,capture
2022-04-26,CVE-2016-4523,added,,,,capture
2022-04-26,CVE-2017-0148,added,,,,capture
2022-04-26,CVE-2017-11317,added,,,,capture
2022-04-26,CVE-2018-20753,added,,,,capture
2022-04-26,CVE-2018-6882,added,,,,capture
2022-04-26,CVE-2018-7602,added,,,,capture
2022-04-26,CVE-2018-7841,added,,,,capture
2022-04-26,CVE-2019-1003029,added,,,,capture
2022-04-26,CVE-2019-16057,added,,,,capture
2022-04-26,CVE-2019-3568,added,,,,capture
2022-04-26,CVE-2019-3929,added,,,,capture
2022-04-26,CVE-2020-2509,added,,,,capture
2022-04-26,CVE-2021-22600,added,,,,capture
2022-04-26,CVE-2021-27852,added,,,,capture
2022-04-26,CVE-2021-31166,added,,,,capture
2022-04-26,CVE-2021-3156,added,,,,capture
2022-04-26,CVE-2021-39793,added,,,,capture
2022-04-26,CVE-2021-40450,added,,,,capture
2022-04-26,CVE-2021-41357,added,,,,capture
2022-04-26,CVE-2021-42278,added,,,,capture
2022-04-26,CVE-2021-42287,added,,,,capture
2022-04-26,CVE-2022-0847,added,,,,capture
2022-04-26,CVE-2022-1364,added,,,,capture
2022-04-26,CVE-2022-21919,added,,,,capture
2022-04-26,CVE-2022-22718,added,,,,capture
2022-04-26,CVE-2022-22954,added,,,,capture
2022-04-26,CVE-2022-22960,added,,,,capture
2022-04-26,CVE-2022-23176,added,,,,capture
2022-04-26,CVE-2022-24521,added,,,,capture
2022-04-26,CVE-2022-26904,added,,,,capture
2022-04-26,CVE-2022-29464,added,,,,capture
2022-04-26,CVE-2011-0611,text_changed,requiredAction,,,capture
2022-04-26,CVE-2012-1535,text_changed,requiredAction,,,capture
2022-04-26,CVE-2012-2034,text_changed,requiredAction,,,capture
2022-04-26,CVE-2015-3043,text_changed,requiredAction,,,capture
2022-04-26,CVE-2015-5119,text_changed,requiredAction,,,capture
2022-04-26,CVE-2015-7645,text_changed,requiredAction,,,capture
2022-04-26,CVE-2016-1019,text_changed,requiredAction,,,capture
2022-04-26,CVE-2016-4117,text_changed,requiredAction,,,capture
2022-04-26,CVE-2016-7855,text_changed,requiredAction,,,capture
2022-04-26,CVE-2017-11292,text_changed,requiredAction,,,capture
2022-04-26,CVE-2018-15982,text_changed,requiredAction,,,capture
2022-04-26,CVE-2018-4878,field_changed,vulnerabilityName,Adobe Flash Player Use-After-Free vulnerability,Adobe Flash Player Use-After-Free Vulnerability,capture
2022-04-26,CVE-2018-4878,text_changed,requiredAction,,,capture
2022-04-26,CVE-2021-44228,text_changed,requiredAction,,,capture
2022-04-26,CVE-2022-22965,field_changed,vendorProject,Vmware,VMware,capture
2022-06-03,CVE-2010-0738,added,,,,capture
2022-06-03,CVE-2010-0840,added,,,,capture
2022-06-03,CVE-2010-1428,added,,,,capture
2022-06-03,CVE-2012-1710,added,,,,capture
2022-06-03,CVE-2013-0074,added,,,,capture
2022-06-03,CVE-2013-0422,added,,,,capture
2022-06-03,CVE-2013-0431,added,,,,capture
2022-06-03,CVE-2013-2423,added,,,,capture
2022-06-03,CVE-2013-3896,added,,,,capture
2022-06-03,CVE-2013-3993,added,,,,capture
2022-06-03,CVE-2013-7331,added,,,,capture
2022-06-03,CVE-2014-0160,added,,,,capture
2022-06-03,CVE-2014-0322,added,,,,capture
2022-06-03,CVE-2014-0546,added,,,,capture
2022-06-03,CVE-2014-2817,added,,,,capture
2022-06-03,CVE-2014-3153,added,,,,capture
2022-06-03,CVE-2014-4077,added,,,,capture
2022-06-03,CVE-2014-4113,added,,,,capture
2022-06-03,CVE-2014-4123,added,,,,capture
2022-06-03,CVE-2014-4148,added,,,,capture
2022-06-03,CVE-2014-8439,added,,,,capture
2022-06-03,CVE-2015-0016,added,,,,capture
2022-06-03,CVE-2015-0071,added,,,,capture
2022-06-03,CVE-2015-0310,added,,,,capture
2022-06-03,CVE-2015-1671,added,,,,capture
2022-06-03,CVE-2015-1769,added,,,,capture
2022-06-03,CVE-2015-2360,added,,,,capture
2022-06-03,CVE-2015-2425,added,,,,capture
2022-06-03,CVE-2015-4495,added,,,,capture
2022-06-03,CVE-2015-6175,added,,,,capture
2022-06-03,CVE-2015-8651,added,,,,capture
2022-06-03,CVE-2016-0034,added,,,,capture
2022-06-03,CVE-2016-0162,added,,,,capture
2022-06-03,CVE-2016-0984,added,,,,capture
2022-06-03,CVE-2016-1010,added,,,,capture
2022-06-03,CVE-2016-3298,added,,,,capture
2022-06-03,CVE-2016-3351,added,,,,capture
2022-06-03,CVE-2016-3393,added,,,,capture
2022-06-03,CVE-2016-4655,added,,,,capture
2022-06-03,CVE-2016-4656,added,,,,capture
2022-06-03,CVE-2016-4657,added,,,,capture
2022-06-03,CVE-2016-6366,added,,,,capture
2022-06-03,CVE-2016-6367,added,,,,capture
2022-06-03,CVE-2016-7256,added,,,,capture
2022-06-03,CVE-2017-0005,added,,,,capture
2022-06-03,CVE-2017-0022,added,,,,capture
2022-06-03,CVE-2017-0147,added,,,,capture
2022-06-03,CVE-2017-0149,added,,,,capture
2022-06-03,CVE-2017-0210,added,,,,capture
2022-06-03,CVE-2017-18362,added,,,,capture
2022-06-03,CVE-2017-8291,added,,,,capture
2022-06-03,CVE-2017-8543,added,,,,capture
2022-06-03,CVE-2018-19943,added,,,,capture
2022-06-03,CVE-2018-19949,added,,,,capture
2022-06-03,CVE-2018-19953,added,,,,capture
2022-06-03,CVE-2018-5002,added,,,,capture
2022-06-03,CVE-2018-8589,added,,,,capture
2022-06-03,CVE-2018-8611,added,,,,capture
2022-06-03,CVE-2019-0676,added,,,,capture
2022-06-03,CVE-2019-0703,added,,,,capture
2022-06-03,CVE-2019-0880,added,,,,capture
2022-06-03,CVE-2019-1130,added,,,,capture
2022-06-03,CVE-2019-11707,added,,,,capture
2022-06-03,CVE-2019-11708,added,,,,capture
2022-06-03,CVE-2019-13720,added,,,,capture
2022-06-03,CVE-2019-1385,added,,,,capture
2022-06-03,CVE-2019-18426,added,,,,capture
2022-06-03,CVE-2019-3010,added,,,,capture
2022-06-03,CVE-2019-5786,added,,,,capture
2022-06-03,CVE-2019-7286,added,,,,capture
2022-06-03,CVE-2019-7287,added,,,,capture
2022-06-03,CVE-2019-8506,added,,,,capture
2022-06-03,CVE-2019-8720,added,,,,capture
2022-06-03,CVE-2020-0638,added,,,,capture
2022-06-03,CVE-2020-1027,added,,,,capture
2022-06-03,CVE-2021-0920,added,,,,capture
2022-06-03,CVE-2021-1048,added,,,,capture
2022-06-03,CVE-2021-1789,added,,,,capture
2022-06-03,CVE-2021-30883,added,,,,capture
2022-06-03,CVE-2022-1388,added,,,,capture
2022-06-03,CVE-2022-20821,added,,,,capture
2022-06-03,CVE-2022-22947,added,,,,capture
2022-06-03,CVE-2022-26134,added,,,,capture
2022-06-03,CVE-2022-30525,added,,,,capture
2022-06-03,CVE-2020-29583,field_changed,vendorProject,ZyXEL,Zyxel,capture
2022-06-03,CVE-2020-29583,field_changed,vulnerabilityName,ZyXEL Unified Security Gateway Undocumented Administrator Account with Default Credentials,Zyxel Unified Security Gateway Undocumented Administrator Account with Default Credentials,capture
2022-06-03,CVE-2020-29583,text_changed,shortDescription,,,capture
2022-06-30,CVE-2006-2492,added,,,,capture
2022-06-30,CVE-2007-5659,added,,,,capture
2022-06-30,CVE-2008-0655,added,,,,capture
2022-06-30,CVE-2009-0557,added,,,,capture
2022-06-30,CVE-2009-0563,added,,,,capture
2022-06-30,CVE-2009-1862,added,,,,capture
2022-06-30,CVE-2009-3953,added,,,,capture
2022-06-30,CVE-2009-4324,added,,,,capture
2022-06-30,CVE-2010-1297,added,,,,capture
2022-06-30,CVE-2010-2572,added,,,,capture
2022-06-30,CVE-2010-2883,added,,,,capture
2022-06-30,CVE-2011-0609,added,,,,capture
2022-06-30,CVE-2011-2462,added,,,,capture
2022-06-30,CVE-2012-0151,added,,,,capture
2022-06-30,CVE-2012-0754,added,,,,capture
2022-06-30,CVE-2012-0767,added,,,,capture
2022-06-30,CVE-2012-1889,added,,,,capture
2022-06-30,CVE-2012-4969,added,,,,capture
2022-06-30,CVE-2012-5054,added,,,,capture
2022-06-30,CVE-2013-1331,added,,,,capture
2022-06-30,CVE-2016-1646,added,,,,capture
2022-06-30,CVE-2016-2386,added,,,,capture
2022-06-30,CVE-2016-2388,added,,,,capture
2022-06-30,CVE-2016-5198,added,,,,capture
2022-06-30,CVE-2017-5030,added,,,,capture
2022-06-30,CVE-2017-5070,added,,,,capture
2022-06-30,CVE-2017-6862,added,,,,capture
2022-06-30,CVE-2018-17463,added,,,,capture
2022-06-30,CVE-2018-17480,added,,,,capture
2022-06-30,CVE-2018-4344,added,,,,capture
2022-06-30,CVE-2018-4990,added,,,,capture
2022-06-30,CVE-2018-6065,added,,,,capture
2022-06-30,CVE-2019-15271,added,,,,capture
2022-06-30,CVE-2019-5825,added,,,,capture
2022-06-30,CVE-2019-7192,added,,,,capture
2022-06-30,CVE-2019-7193,added,,,,capture
2022-06-30,CVE-2019-7194,added,,,,capture
2022-06-30,CVE-2019-7195,added,,,,capture
2022-06-30,CVE-2019-8605,added,,,,capture
2022-06-30,CVE-2020-3837,added,,,,capture
2022-06-30,CVE-2020-9907,added,,,,capture
2022-06-30,CVE-2021-30533,added,,,,capture
2022-06-30,CVE-2021-30983,added,,,,capture
2022-06-30,CVE-2021-38163,added,,,,capture
2022-06-30,CVE-2021-4034,added,,,,capture
2022-06-30,CVE-2022-29499,added,,,,capture
2022-06-30,CVE-2022-30190,added,,,,capture
2022-06-30,CVE-2022-31460,added,,,,capture
2022-06-30,CVE-2022-26134,field_changed,dueDate,2022-06-03,2022-06-06,capture
2022-06-30,CVE-2022-26134,field_changed,vulnerabilityName,Confluence Server and Data Center Remote Code Execution Vulnerability,Atlassian Confluence Server and Data Center Remote Code Execution Vulnerability,capture
2022-06-30,CVE-2022-26134,text_changed,shortDescription,,,capture
2022-06-30,CVE-2022-26134,text_changed,requiredAction,,,capture
2022-08-29,CVE-2017-15944,added,,,,capture
2022-08-29,CVE-2020-28949,added,,,,capture
2022-08-29,CVE-2020-36193,added,,,,capture
2022-08-29,CVE-2021-31010,added,,,,capture
2022-08-29,CVE-2021-38406,added,,,,capture
2022-08-29,CVE-2021-39226,added,,,,capture
2022-08-29,CVE-2022-0028,added,,,,capture
2022-08-29,CVE-2022-21971,added,,,,capture
2022-08-29,CVE-2022-22047,added,,,,capture
2022-08-29,CVE-2022-22536,added,,,,capture
2022-08-29,CVE-2022-2294,added,,,,capture
2022-08-29,CVE-2022-22963,added,,,,capture
2022-08-29,CVE-2022-24112,added,,,,capture
2022-08-29,CVE-2022-24706,added,,,,capture
2022-08-29,CVE-2022-26138,added,,,,capture
2022-08-29,CVE-2022-26352,added,,,,capture
2022-08-29,CVE-2022-26923,added,,,,capture
2022-08-29,CVE-2022-26925,added,,,,capture
2022-08-29,CVE-2022-27924,added,,,,capture
2022-08-29,CVE-2022-27925,added,,,,capture
2022-08-29,CVE-2022-2856,added,,,,capture
2022-08-29,CVE-2022-30333,added,,,,capture
2022-08-29,CVE-2022-32893,added,,,,capture
2022-08-29,CVE-2022-32894,added,,,,capture
2022-08-29,CVE-2022-34713,added,,,,capture
2022-08-29,CVE-2022-37042,added,,,,capture
2022-08-29,CVE-2017-6862,text_changed,shortDescription,,,capture
2022-08-29,CVE-2018-17463,text_changed,shortDescription,,,capture
2022-08-29,CVE-2018-17480,text_changed,shortDescription,,,capture
2022-08-29,CVE-2019-5825,text_changed,shortDescription,,,capture
2022-08-29,CVE-2019-7194,text_changed,shortDescription,,,capture
2022-08-29,CVE-2019-7195,text_changed,shortDescription,,,capture
2022-08-29,CVE-2020-2021,field_changed,vendorProject,Palo Alto,Palo Alto Networks,capture
2022-08-29,CVE-2020-2021,field_changed,vulnerabilityName,Palo Alto PAN-OS Authentication Bypass Vulnerability,Palo Alto Networks PAN-OS Authentication Bypass Vulnerability,capture
2022-08-29,CVE-2020-2021,text_changed,shortDescription,,,capture
2022-09-13,CVE-2011-1823,added,,,,capture
2022-09-13,CVE-2011-4723,added,,,,capture
2022-09-13,CVE-2017-5521,added,,,,capture
2022-09-13,CVE-2018-13374,added,,,,capture
2022-09-13,CVE-2018-2628,added,,,,capture
2022-09-13,CVE-2018-6530,added,,,,capture
2022-09-13,CVE-2018-7445,added,,,,capture
2022-09-13,CVE-2020-9934,added,,,,capture
2022-09-13,CVE-2022-26258,added,,,,capture
2022-09-13,CVE-2022-27593,added,,,,capture
2022-09-13,CVE-2022-28958,added,,,,capture
2022-09-13,CVE-2022-3075,added,,,,capture
2022-11-12,CVE-2010-2568,added,,,,capture
2022-11-12,CVE-2013-2094,added,,,,capture
2022-11-12,CVE-2013-2596,added,,,,capture
2022-11-12,CVE-2013-2597,added,,,,capture
2022-11-12,CVE-2013-6282,added,,,,capture
2022-11-12,CVE-2018-19320,added,,,,capture
2022-11-12,CVE-2018-19321,added,,,,capture
2022-11-12,CVE-2018-19322,added,,,,capture
2022-11-12,CVE-2018-19323,added,,,,capture
2022-11-12,CVE-2020-3153,added,,,,capture
2022-11-12,CVE-2020-3433,added,,,,capture
2022-11-12,CVE-2021-25337,added,,,,capture
2022-11-12,CVE-2021-25369,added,,,,capture
2022-11-12,CVE-2021-25370,added,,,,capture
2022-11-12,CVE-2021-3493,added,,,,capture
2022-11-12,CVE-2022-3236,added,,,,capture
2022-11-12,CVE-2022-32917,added,,,,capture
2022-11-12,CVE-2022-35405,added,,,,capture
2022-11-12,CVE-2022-36804,added,,,,capture
2022-11-12,CVE-2022-3723,added,,,,capture
2022-11-12,CVE-2022-37969,added,,,,capture
2022-11-12,CVE-2022-40139,added,,,,capture
2022-11-12,CVE-2022-40684,added,,,,capture
2022-11-12,CVE-2022-41033,added,,,,capture
2022-11-12,CVE-2022-41040,added,,,,capture
2022-11-12,CVE-2022-41073,added,,,,capture
2022-11-12,CVE-2022-41082,added,,,,capture
2022-11-12,CVE-2022-41091,added,,,,capture
2022-11-12,CVE-2022-41125,added,,,,capture
2022-11-12,CVE-2022-41128,added,,,,capture
2022-11-12,CVE-2022-41352,added,,,,capture
2022-11-12,CVE-2022-42827,added,,,,capture
2022-11-12,CVE-2019-9670,field_changed,product,Zimbra Collaboration Suite,Zimbra Collaboration (ZCS),capture
2022-11-12,CVE-2019-9670,field_changed,vulnerabilityName,Synacor Zimbra Collaboration Suite Improper Restriction of XML External Entity Reference,Synacor Zimbra Collaboration (ZCS) Improper Restriction of XML External Entity Reference,capture
2022-11-12,CVE-2019-9670,text_changed,shortDescription,,,capture
2022-11-12,CVE-2021-36741,field_changed,vulnerabilityName,Trend Micro Systems Multiple Products Buffer Overflow - Arbitrary File Upload,Trend Micro Systems Multiple Products Improper Input Validation Vulnerability,capture
2022-11-12,CVE-2021-36741,text_changed,shortDescription,,,capture
2022-11-12,CVE-2021-36741,text_changed,notes,,,capture
2022-11-12,CVE-2021-36742,field_changed,vulnerabilityName,Trend Micro Systems Multiple Products Buffer Overflow - Arbitrary File Upload,Trend Micro Systems Multiple Products Improper Input Validation Vulnerability,capture
2022-11-12,CVE-2021-36742,text_changed,shortDescription,,,capture
2022-11-12,CVE-2021-36742,text_changed,notes,,,capture
2022-11-12,CVE-2022-27924,field_changed,product,Collaboration,Collaboration (ZCS),capture
2022-11-12,CVE-2022-27925,field_changed,product,Collaboration,Collaboration (ZCS),capture
2022-11-12,CVE-2022-37042,field_changed,product,Collaboration,Collaboration (ZCS),capture
2022-11-26,CVE-2022-41049,added,,,,capture
2022-11-26,CVE-2022-41073,field_changed,dueDate,2022-11-29,2022-12-09,capture
2022-11-26,CVE-2022-41091,field_changed,dueDate,2022-11-29,2022-12-09,capture
2022-11-26,CVE-2022-41125,field_changed,dueDate,2022-11-29,2022-12-09,capture
2022-11-26,CVE-2022-41128,field_changed,dueDate,2022-11-29,2022-12-09,capture
2023-03-06,CVE-2015-2291,added,,,,capture
2023-03-06,CVE-2017-11357,added,,,,capture
2023-03-06,CVE-2018-18809,added,,,,capture
2023-03-06,CVE-2018-5430,added,,,,capture
2023-03-06,CVE-2021-35587,added,,,,capture
2023-03-06,CVE-2022-21587,added,,,,capture
2023-03-06,CVE-2022-24990,added,,,,capture
2023-03-06,CVE-2022-26500,added,,,,capture
2023-03-06,CVE-2022-26501,added,,,,capture
2023-03-06,CVE-2022-27518,added,,,,capture
2023-03-06,CVE-2022-36537,added,,,,capture
2023-03-06,CVE-2022-40765,added,,,,capture
2023-03-06,CVE-2022-41080,added,,,,capture
2023-03-06,CVE-2022-41223,added,,,,capture
2023-03-06,CVE-2022-4135,added,,,,capture
2023-03-06,CVE-2022-42475,added,,,,capture
2023-03-06,CVE-2022-4262,added,,,,capture
2023-03-06,CVE-2022-42856,added,,,,capture
2023-03-06,CVE-2022-44698,added,,,,capture
2023-03-06,CVE-2022-44877,added,,,,capture
2023-03-06,CVE-2022-46169,added,,,,capture
2023-03-06,CVE-2022-47966,added,,,,capture
2023-03-06,CVE-2022-47986,added,,,,capture
2023-03-06,CVE-2023-0669,added,,,,capture
2023-03-06,CVE-2023-21674,added,,,,capture
2023-03-06,CVE-2023-21715,added,,,,capture
2023-03-06,CVE-2023-21823,added,,,,capture
2023-03-06,CVE-2023-22952,added,,,,capture
2023-03-06,CVE-2023-23376,added,,,,capture
2023-03-06,CVE-2023-23529,added,,,,capture
2023-03-06,CVE-2019-11510,field_changed,vulnerabilityName,Pulse Connect Secure VPN arbitrary file reading vulnerability (COVID-19-CTI list),Pulse Connect Secure VPN Arbitrary File Reading Vulnerability (COVID-19-CTI List),capture
2023-03-06,CVE-2019-11510,text_changed,notes,,,capture
2023-03-06,CVE-2020-0601,text_changed,notes,,,capture
2023-03-06,CVE-2020-1350,text_changed,notes,,,capture
2023-03-06,CVE-2020-1472,text_changed,notes,,,capture
2023-03-06,CVE-2020-8243,text_changed,notes,,,capture
2023-03-06,CVE-2020-8260,text_changed,notes,,,capture
2023-03-06,CVE-2021-22893,text_changed,notes,,,capture
2023-03-06,CVE-2021-22894,text_changed,notes,,,capture
2023-03-06,CVE-2021-22899,text_changed,notes,,,capture
2023-03-06,CVE-2021-22900,text_changed,notes,,,capture
2023-03-06,CVE-2021-26855,text_changed,notes,,,capture
2023-03-06,CVE-2021-26857,text_changed,notes,,,capture
2023-03-06,CVE-2021-26858,text_changed,notes,,,capture
2023-03-06,CVE-2021-27065,text_changed,notes,,,capture
2023-03-06,CVE-2021-34527,text_changed,notes,,,capture
2023-03-06,CVE-2022-28958,text_changed,requiredAction,,,capture
2023-03-27,CVE-2020-5741,added,,,,capture
2023-03-27,CVE-2021-39144,added,,,,capture
2023-03-27,CVE-2022-28810,added,,,,capture
2023-03-27,CVE-2022-33891,added,,,,capture
2023-03-27,CVE-2022-35914,added,,,,capture
2023-03-27,CVE-2022-41328,added,,,,capture
2023-03-27,CVE-2023-23397,added,,,,capture
2023-03-27,CVE-2023-24880,added,,,,capture
2023-03-27,CVE-2023-26360,added,,,,capture
2023-05-11,CVE-2013-3163,added,,,,capture
2023-05-11,CVE-2017-6742,added,,,,capture
2023-05-11,CVE-2017-7494,added,,,,capture
2023-05-11,CVE-2019-1388,added,,,,capture
2023-05-11,CVE-2019-8526,added,,,,capture
2023-05-11,CVE-2021-27876,added,,,,capture
2023-05-11,CVE-2021-27877,added,,,,capture
2023-05-11,CVE-2021-27878,added,,,,capture
2023-05-11,CVE-2021-30900,added,,,,capture
2023-05-11,CVE-2021-45046,added,,,,capture
2023-05-11,CVE-2022-22706,added,,,,capture
2023-05-11,CVE-2022-27926,added,,,,capture
2023-05-11,CVE-2022-3038,added,,,,capture
2023-05-11,CVE-2022-38181,added,,,,capture
2023-05-11,CVE-2022-39197,added,,,,capture
2023-05-11,CVE-2022-42948,added,,,,capture
2023-05-11,CVE-2023-0266,added,,,,capture
2023-05-11,CVE-2023-1389,added,,,,capture
2023-05-11,CVE-2023-2033,added,,,,capture
2023-05-11,CVE-2023-20963,added,,,,capture
2023-05-11,CVE-2023-2136,added,,,,capture
2023-05-11,CVE-2023-21839,added,,,,capture
2023-05-11,CVE-2023-26083,added,,,,capture
2023-05-11,CVE-2023-27350,added,,,,capture
2023-05-11,CVE-2023-28205,added,,,,capture
2023-05-11,CVE-2023-28206,added,,,,capture
2023-05-11,CVE-2023-28252,added,,,,capture
2023-05-11,CVE-2023-28432,added,,,,capture
2023-05-11,CVE-2023-29336,added,,,,capture
2023-05-11,CVE-2023-29492,added,,,,capture
2023-05-11,CVE-2014-1776,field_changed,vulnerabilityName,Microsoft Internet Explorer Use-After-Free Vulnerability,Microsoft Internet Explorer Memory Corruption Vulnerability,capture
2023-05-11,CVE-2014-1776,text_changed,shortDescription,,,capture
2023-05-11,CVE-2014-1776,text_changed,notes,,,capture
2023-05-11,CVE-2019-2215,field_changed,product,Android OS,Kernel,capture
2023-05-11,CVE-2019-2215,field_changed,vulnerabilityName,"Android ""AbstractEmu"" Root Access Vulnerabilities",Android Kernel Use-After-Free Vulnerability,capture
2023-05-11,CVE-2019-2215,text_changed,shortDescription,,,capture
2023-05-11,CVE-2020-0041,field_changed,product,Android OS,Kernel,capture
2023-05-11,CVE-2020-0041,field_changed,vulnerabilityName,"Android ""AbstractEmu"" Root Access Vulnerabilities",Android Kernel Out-of-Bounds Write Vulnerability,capture
2023-05-11,CVE-2020-0041,text_changed,shortDescription,,,capture
2023-05-11,CVE-2020-0069,field_changed,vendorProject,Android,MediaTek,capture
2023-05-11,CVE-2020-0069,field_changed,product,Android OS,Multiple Chipsets,capture
2023-05-11,CVE-2020-0069,field_changed,vulnerabilityName,"Android ""AbstractEmu"" Root Access Vulnerabilities",Mediatek Multiple Chipsets Insufficient Input Validation Vulnerability,capture
2023-05-11,CVE-2020-0069,text_changed,shortDescription,,,capture
2023-05-11,CVE-2021-30807,field_changed,product,iOS and macOS,Multiple Products,capture
2023-05-11,CVE-2021-30807,field_changed,vulnerabilityName,Apple iOS and macOS Memory Corruption Vulnerability,Apple Multiple Products Memory Corruption Vulnerability,capture
2023-05-11,CVE-2021-30807,text_changed,shortDescription,,,capture
2023-05-11,CVE-2021-38000,field_changed,product,Chromium V8 Engine,Chromium,capture
2023-05-11,CVE-2021-38000,field_changed,vulnerabilityName,Google Chromium V8 Insufficient Input Validation Vulnerability,Google Chromium Improper Input Validation Vulnerability,capture
2023-05-11,CVE-2021-38000,text_changed,shortDescription,,,capture
2023-05-11,CVE-2021-38003,field_changed,vulnerabilityName,Google Chromium V8 Incorrect Implementation Vulnerability,Google Chromium V8 Engine Memory Corruption Vulnerability,capture
2023-05-11,CVE-2021-38003,text_changed,shortDescription,,,capture
2023-05-11,CVE-2023-23397,text_changed,notes,,,capture
2023-05-11,CVE-2023-26360,field_changed,vulnerabilityName,Adobe ColdFusion Improper Access Control Vulnerability,Adobe ColdFusion Deserialization of Untrusted Data Vulnerability,capture
2023-05-11,CVE-2023-26360,text_changed,shortDescription,,,capture
2023-06-05,CVE-2004-1464,added,,,,capture
2023-06-05,CVE-2010-3904,added,,,,capture
2023-06-05,CVE-2014-0196,added,,,,capture
2023-06-05,CVE-2015-5317,added,,,,capture
2023-06-05,CVE-2016-3427,added,,,,capture
2023-06-05,CVE-2016-6415,added,,,,capture
2023-06-05,CVE-2016-8735,added,,,,capture
2023-06-05,CVE-2021-3560,added,,,,capture
2023-06-05,CVE-2023-21492,added,,,,capture
2023-06-05,CVE-2023-25717,added,,,,capture
2023-06-05,CVE-2023-28204,added,,,,capture
2023-06-05,CVE-2023-2868,added,,,,capture
2023-06-05,CVE-2023-28771,added,,,,capture
2023-06-05,CVE-2023-32373,added,,,,capture
2023-06-05,CVE-2023-32409,added,,,,capture
2023-06-05,CVE-2023-34362,added,,,,capture
2023-06-05,CVE-2010-5326,field_changed,product,SAP NetWeaver Application Server Java platforms,NetWeaver,capture
2023-06-05,CVE-2010-5326,field_changed,vulnerabilityName,SAP NetWeaver AS JAVA Remote Code Execution Vulnerability,SAP NetWeaver Remote Code Execution Vulnerability,capture
2023-06-05,CVE-2010-5326,text_changed,shortDescription,,,capture
2023-06-05,CVE-2012-0158,text_changed,shortDescription,,,capture
2023-06-05,CVE-2012-3152,field_changed,product,Oracle Reports Developer,Fusion Middleware,capture
2023-06-05,CVE-2012-3152,field_changed,vulnerabilityName,Oracle Reports Developer Arbitrary File Read and Upload vulnerability,Oracle Fusion Middleware Unspecified Vulnerability,capture
2023-06-05,CVE-2012-3152,text_changed,shortDescription,,,capture
2023-06-05,CVE-2014-1812,field_changed,vulnerabilityName,Microsoft Windows Group Policy Privilege Escalation,Microsoft Windows Group Policy Preferences Password Privilege Escalation Vulnerability,capture
2023-06-05,CVE-2014-1812,text_changed,shortDescription,,,capture
2023-06-05,CVE-2015-1641,field_changed,vulnerabilityName,Microsoft Office Memory Corruption vulnerability,Microsoft Office Memory Corruption Vulnerability,capture
2023-06-05,CVE-2015-1641,text_changed,shortDescription,,,capture
2023-06-05,CVE-2015-4852,field_changed,product,Oracle WebLogic Server,WebLogic Server,capture
2023-06-05,CVE-2015-4852,field_changed,vulnerabilityName,Oracle WebLogic Server Remote Code Execution Vulnerability,Oracle WebLogic Server Deserialization of Untrusted Data Vulnerability,capture
2023-06-05,CVE-2015-4852,text_changed,shortDescription,,,capture
2023-06-05,CVE-2016-0167,field_changed,product,Windows,Win32k,capture
2023-06-05,CVE-2016-0167,field_changed,vulnerabilityName,Microsoft Windows Kernel 'Win32k.sys' Local Privilege Escalation Vulnerability,Microsoft Win32k Privilege Escalation Vulnerability,capture
